Binomial name,Motility,Gram staining,Aerophilicity,Extreme environment tolerance,Biofilm formation,Animal pathogenicity,Biosafety level,Health association,Host association,Plant pathogenicity,Spore formation,Hemolysis,Cell shape
Myxococcus guangdongensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Myxococcus dinghuensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Erythrobacter aurantius,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Staphylococcus shinii,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,coccus
Paenibacillus melissococcoides,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Corynebacterium evansiae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Corynebacterium macclintockiae,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Providencia manganoxydans,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Halorubrum trapanicum,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Clostridium puniceum,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Staphylococcus kloosii,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,coccus
Pseudomonas nunensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Pseudomonas citri,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Dorea amylophila,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Pseudomonas paraeruginosa,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Cytobacillus pseudoceanisediminis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Paraburkholderia ginsengisoli,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Gluconobacter albidus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Providencia heimbachae,,gram stain negative,"facultatively anaerobic, aerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Halorubrum ezzemoulense,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Lentilactobacillus kefiri,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Corallococcus macrosporus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Xenorhabdus stockiae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Xenorhabdus cabanillasii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Xenorhabdus kozodoii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Citrobacter amalonaticus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Halorubrum sodomense,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Haloferax gibbonsii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Corynebacterium kutscheri,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Comamonas thiooxydans,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Yersinia similis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces pseudogriseolus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Morganella psychrotolerans,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces monomycini,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Helicobacter anseris,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Gluconobacter japonicus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Methanolobus vulcani,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Brachyspira suanatina,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Gluconobacter cerinus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Halorubrum aquaticum,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Pyxidicoccus fallax,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Stigmatella hybrida,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Mycobacteroides salmoniphilum,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Kaistia dalseonensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Vibrio inusitatus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Helicobacter japonicus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces chromofuscus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,TRUE,,bacillus
Serratia entomophila,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Burkholderia humptydooensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Paenarthrobacter ilicis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces thermodiastaticus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Legionella santicrucis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Helicobacter cholecystus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Azohydromonas lata,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Streptomyces tubercidicus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces lydicus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Myroides profundi,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Tatumella saanichensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Lentilactobacillus sunkii,,gram stain positive,"facultatively anaerobic, aerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Methanolobus profundi,,gram stain negative,"anaerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,TRUE,,bacillus
Flavobacterium swingsii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Chelativorans intermedius,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Eubacterium callanderi,,gram stain negative,"facultatively anaerobic, aerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Salmonella bongori,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Paenibacillus phoenicis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,TRUE,,bacillus
Xanthomonas hyacinthi,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Xanthomonas melonis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Xanthomonas sacchari,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Paraburkholderia metrosideri,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces platensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Providencia stuartii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces thermocarboxydus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Pseudoalteromonas peptidolytica,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Serratia ficaria,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Serratia rubidaea,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Vibrio pectenicida,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Sphingobium subterraneum,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Agrobacterium pusense,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces catenulae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces griseorubens,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces aureocirculatus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces fumanus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Kitasatospora misakiensis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Streptomyces roseolus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces sioyaensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces termitum,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces umbrinus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces vinaceusdrappus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces viridodiastaticus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Citrobacter farmeri,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Citrobacter sedlakii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces albaduncus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces capillispiralis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Streptomyces flavofungini,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces lomondensis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Streptomyces lusitanus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces luteogriseus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptomyces novaecaesareae,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Streptomyces tauricus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Streptomyces viridiviolaceus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Streptomyces xantholiticus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Sphingomonas leidyi,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Aliivibrio logei,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Macrococcus carouselicus,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Haemophilus paracuniculus,,gram stain negative,"facultatively anaerobic, aerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Streptococcus danieliae,,gram stain positive,"facultatively anaerobic, aerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,coccus
Avibacterium avium,,gram stain negative,"facultatively anaerobic, aerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Paraburkholderia caribensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Avibacterium gallinarum,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Shewanella seohaensis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Avibacterium volantium,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Microbacterium arthrosphaerae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Aliivibrio wodanis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Mycobacteroides immunogenum,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Myxococcus virescens,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Stigmatella erecta,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Clostridium disporicum,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Clostridium haemolyticum,,gram stain positive,"facultatively anaerobic, aerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,TRUE,,bacillus
Brachyspira alvinipulli,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Microbacterium hydrothermale,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Azospirillum formosense,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Stenotrophomonas geniculata,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Sphingomonas ginsenosidimutans,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Gordonia desulfuricans,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Gluconacetobacter liquefaciens,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Gluconacetobacter sacchari,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Bartonella florencae,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Edwardsiella hoshinae,,gram stain negative,"facultatively anaerobic, aerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Gluconobacter kondonii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Methylomonas lenta,,gram stain negative,"aerobic, facultatively anaerobic",TRUE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Vibrio maritimus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Vibrio variabilis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Corynebacterium auriscanis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Leptospira alexanderi,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Capnocytophaga gingivalis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Capnocytophaga ochracea,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,FALSE,FALSE,FALSE,,bacillus
Streptococcus infantarius,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Streptococcus didelphis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Kurthia massiliensis,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Lactobacillus jensenii,,gram stain positive,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Elizabethkingia anophelis,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Rhizobium grahamii,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Haloferax alexandrinus,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Acinetobacter oleivorans,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,FALSE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
Agrobacterium fabrum,,gram stain negative,"aerobic, facultatively anaerobic",FALSE,TRUE,TRUE,biosafety level 2,TRUE,TRUE,FALSE,FALSE,,bacillus
